Temperatura Servicio,vajilla,descripcion,maridaje,graduacion,lupulo_afrutado_citrico,lupulo_floral_herbal,amargor,color,maltoso,licoroso,afrutado,especias,acidez
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
4-6º,tulip,"De color dorado, aspecto brillante y cuerpo moderado.",Pescados a la plancha o marinados.,4.8,,0.8,2.1,0.4,0.7,,1.1,,
6-8º,tulip,"Cerveza tostada de doble lúpulo, gran cuerpo y sabor intenso.",Carne roja o de caza.,7.8,,1.2,2.9,1.1,1.2,1.6,1.2,,
4-6º,pilsner,Es la perfecta mezcla de cerveza y limón.,"Ceviche, salchichas, hamburguesas y carne a la barbacoa.",0.9,,,1,0.3,0.8,,2.2,,2
4-6º,pilsner,Es la perfecta mezcla de cerveza y limón.,"Ceviche, salchichas, hamburguesas y carne a la barbacoa.",0.9,,,1,0.3,0.8,,2.2,,2
4-6º,pilsner,Es la perfecta mezcla de cerveza y limón.,"Ceviche, salchichas, hamburguesas y carne a la barbacoa.",0.9,,,1,0.3,0.8,,2.2,,2
4-6º,pilsner,Es la perfecta mezcla de cerveza y limón.,"Ceviche, salchichas, hamburguesas y carne a la barbacoa.",0.9,,,1,0.3,0.8,,2.2,,2
4-6º,tulip,Es la perfecta mezcla de cerveza y limón.,"Ceviche, salchichas, hamburguesas y carne a la barbacoa.",0.9,,,1,0.3,0.8,,2.2,,2
4-6º,pilsner,"Apta para celíacos, manteniendo intacto el sabor de Mahou 5 Estrellas.",Pescados a la plancha o marinados.,5.56,,0.7,2.5,0.5,0.5,0.7,1.3,,
4-6º,tulip,Con maltas tostadas que le brindan su característico color oscuro.,Postres con chocolate negro y fresas.,5.5,,,2.1,4.5,2.1,1.1,0.6,,0.6
4-6º,tulip,Con maltas tostadas que le brindan su característico color oscuro.,Postres con chocolate negro y fresas.,5.5,,,2.1,4.5,2.1,1.1,0.6,,0.6
4-6º,tulip,Con maltas tostadas que le brindan su característico color oscuro.,Postres con chocolate negro y fresas.,5.5,,,2.1,4.5,2.1,1.1,0.6,,0.6
4-6º,tulip,Con maltas tostadas que le brindan su característico color oscuro.,Postres con chocolate negro y fresas.,5.5,,,2.1,4.5,2.1,1.1,0.6,,0.6
4-6º,tulip,Con maltas tostadas que le brindan su característico color oscuro.,Postres con chocolate negro y fresas.,5.5,,,2.1,4.5,2.1,1.1,0.6,,0.6
4-6º,tulip,Con maltas tostadas que le brindan su característico color oscuro.,Postres con chocolate negro y fresas.,5.5,,,2.1,4.5,2.1,1.1,0.6,,0.6
4-6º,pilsner,"La propuesta sin alcohol de Mahou, de amargor bajo y leve dulzor.","Mariscos cocidos, pescados no muy grasos al horno.",0.1,,0.6,1.8,0.4,1.4,,0.6,,0.4
4-6º,pilsner,"La propuesta sin alcohol de Mahou, de amargor bajo y leve dulzor.","Mariscos cocidos, pescados no muy grasos al horno.",0.1,,0.6,1.8,0.4,1.4,,0.6,,0.4
4-6º,pilsner,"La propuesta sin alcohol de Mahou, de amargor bajo y leve dulzor.","Mariscos cocidos, pescados no muy grasos al horno.",0.1,,0.6,1.8,0.4,1.4,,0.6,,0.4
4-6º,pilsner,"La propuesta sin alcohol de Mahou, de amargor bajo y leve dulzor.","Mariscos cocidos, pescados no muy grasos al horno.",0.1,,0.6,1.8,0.4,1.4,,0.6,,0.4
4-6º,pilsner,"La propuesta sin alcohol de Mahou, de amargor bajo y leve dulzor.","Mariscos cocidos, pescados no muy grasos al horno.",0.1,,0.6,1.8,0.4,1.4,,0.6,,0.4
4-6º,pilsner,"La propuesta sin alcohol de Mahou, de amargor bajo y leve dulzor.",Carnes blancas y platos grasos.,0.1,,0.6,1.8,0.4,1.4,,0.6,,0.4
4-6º,pilsner,"La propuesta sin alcohol de Mahou, de amargor bajo y leve dulzor.",Carnes blancas y platos grasos.,0.1,,0.6,1.8,0.4,1.4,,0.6,,0.4
4-6º,pilsner,"La propuesta sin alcohol de Mahou, de amargor bajo y leve dulzor.",Carnes blancas y platos grasos.,0.1,,0.6,1.8,0.4,1.4,,0.6,,0.4
4-6º,pilsner,"La propuesta sin alcohol de Mahou, de amargor bajo y leve dulzor.",Carnes blancas y platos grasos.,0.1,,0.6,1.8,0.4,1.4,,0.6,,0.4
4-6º,pilsner,"La propuesta sin alcohol de Mahou, de amargor bajo y leve dulzor.",Carnes blancas y platos grasos.,0.1,,0.6,1.8,0.4,1.4,,0.6,,0.4
4-6º,pilsner,"La propuesta sin alcohol de Mahou, de amargor bajo y leve dulzor.",Carnes blancas y platos grasos.,0.1,,0.6,1.8,0.4,1.4,,0.6,,0.4
4-6º,pilsner,"La propuesta sin alcohol de Mahou, de amargor bajo y leve dulzor.",Carnes blancas y platos grasos.,0.1,,0.6,1.8,0.4,1.4,,0.6,,0.4
4-6º,pilsner,"La propuesta sin alcohol de Mahou, de amargor bajo y leve dulzor.",Carnes blancas y platos grasos.,0.1,,0.6,1.8,0.4,1.4,,0.6,,0.4
4-6º,pilsner,"La propuesta sin alcohol de Mahou, de amargor bajo y leve dulzor.",Carnes blancas y platos grasos.,0.1,,0.6,1.8,0.4,1.4,,0.6,,0.4
4-6º,pilsner,"La propuesta sin alcohol de Mahou, de amargor bajo y leve dulzor.",Carnes blancas y platos grasos.,0.1,,0.6,1.8,0.4,1.4,,0.6,,0.4
4-6º,pilsner,"La propuesta sin alcohol de Mahou, de amargor bajo y leve dulzor.",Carnes blancas y platos grasos.,0.1,,0.6,1.8,0.4,1.4,,0.6,,0.4
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,tulip,Cerveza de color dorado brillante. Aroma fresco que combina notas suaves de fruta verde como la manzana con toques florales de lúpulo y una ligera punta de cereal.,"Comidas especiadas o picosas, quesos grasos y pizza.",4.6,,0.8,2,0.4,1.1,0.5,1,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados no muy grasos al horno.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados no muy grasos al horno.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados no muy grasos al horno.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados no muy grasos al horno.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados no muy grasos al horno.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados no muy grasos al horno.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados no muy grasos al horno.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados no muy grasos al horno.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados no muy grasos al horno.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados no muy grasos al horno.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados no muy grasos al horno.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados y platos grasos.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados y platos grasos.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados y platos grasos.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados y platos grasos.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados y platos grasos.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados y platos grasos.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados y platos grasos.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados y platos grasos.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados y platos grasos.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-6º,pint,Cerveza sin alcohol de cuerpo bajo pero equilibrado.,"Mariscos cocidos, pescados y platos grasos.",,,0.8,1.6,0.5,1.4,,0.8,,0.3
4-8º,pint,Cerveza especialmente lupulada con un sabor único y llena de aromas y matices.,Comida mexicana y picante.,5.8,2.2,1.4,2.9,1.7,1,0.6,0.4,,0.3
4-6º,pilsner,Con ingredientes naturales y el mismo sabor pero sin gluten.,Pescados a la plancha o marinados.,0.05,,0.6,2.6,0.4,0.6,0.5,1.1,,0.4
4-6º,pilsner,Con ingredientes naturales y el mismo sabor pero sin gluten.,Pescados a la plancha o marinados.,0.05,,0.6,2.6,0.4,0.6,0.5,1.1,,0.4
4-6º,tulip,Cerveza especial elaborada con una exclusiva combinación de lúpulos centroeuropeos y maltas.,"En el aperitivo, los mejillones en escabeche.",6.2,,0.7,2.6,1,1,0.7,1,,0.4
4-6º,tulip,Cerveza especial elaborada con una exclusiva combinación de lúpulos centroeuropeos y maltas.,"En el aperitivo, los mejillones en escabeche.",6.2,,0.7,2.6,1,1,0.7,1,,0.4
4-6º,tulip,Cerveza especial elaborada con una exclusiva combinación de lúpulos centroeuropeos y maltas.,"En el aperitivo, los mejillones en escabeche.",6.2,,0.7,2.6,1,1,0.7,1,,0.4
4-6º,tulip,Cerveza especial elaborada con una exclusiva combinación de lúpulos centroeuropeos y maltas.,Mejillones en escabeche.,6.2,,0.7,2.6,1,1,0.7,1,,0.4
4-6º,tulip,Cerveza especial elaborada con una exclusiva combinación de lúpulos centroeuropeos y maltas.,"En el aperitivo, los mejillones en escabeche.",6.2,,0.7,2.6,1,1,0.7,1,,0.4
4-6º,tulip,Cerveza especial elaborada con una exclusiva combinación de lúpulos centroeuropeos y maltas.,"En el aperitivo, los mejillones en escabeche.",6.2,,0.7,2.6,1,1,0.7,1,,0.4
4-6º,tulip,Cerveza especial elaborada con una exclusiva combinación de lúpulos centroeuropeos y maltas.,"En el aperitivo, los mejillones en escabeche.",6.2,,0.7,2.6,1,1,0.7,1,,0.4
4-6º,pilsner,Elaborada siguiendo estrictamente la ley de pureza Alemana.,Carnes blancas y platos grasos.,4.2,,0.8,2.7,0.5,0.5,,1.1,,0.3
4-6º,tulip,Elaborada siguiendo estrictamente la ley de pureza Alemana.,"Carnes blancas, hamburguesas y ensaladas.",4.2,,0.8,2.7,0.5,0.5,,1.1,,0.3
4-6º,pilsner,"Una cerveza 0,0 desenfadada con un agradable sabor a manzana verde.",Carnes blancas y platos grasos.,,0.6,0.4,1.1,0.4,,,2.1,,0.4
4-6º,pilsner,"Una cerveza 0,0 desenfadada con un agradable sabor a manzana verde.",Carnes blancas y platos grasos.,,0.6,0.4,1.1,0.4,,,2.1,,0.4
4-6º,pilsner,"Una cerveza 0,0 desenfadada con un agradable sabor a manzana verde.",Carnes blancas y platos grasos.,,0.6,0.4,1.1,0.4,,,2.1,,0.4
4-6º,pilsner,"Una cerveza 0,0 desenfadada con un agradable sabor a manzana verde.",Carnes blancas y platos grasos.,,0.6,0.4,1.1,0.4,,,2.1,,0.4
4-6º,pilsner,"Una cerveza 0,0 desenfadada con un agradable sabor a manzana verde.",Carnes blancas y platos grasos.,,0.6,0.4,1.1,0.4,,,2.1,,0.4
4-6º,tulip,Cerveza refrescante elaborada combinando San Miguel Especial con zumo de limón natural.,Carnes blancas y platos grasos.,3.2,,,1.6,0.3,0.3,,2.3,,1.8
4-6º,pilsner,"Cerveza 0,0 con aroma de  limones, en armonía con suaves notas de malta y lúpulo.",Carnes blancas y platos grasos.,,,,1.1,0.3,1.2,,2.7,0.5,1.2
4-6º,pilsner,"Cerveza 0,0 con aroma de  limones, en armonía con suaves notas de malta y lúpulo.","Mariscos cocidos, pescados y platos grasos.",,,,1.1,0.3,1.2,,2.7,,1.2
4-6º,tulip,"Un gran clásico. Destaca por su equilibrio, su frescura y ligero amargor.","Embutidos, ensaladas, hamburguesas y ceviche.",5.4,,0.9,2.2,0.6,0.6,,0.7,,
4-6º,tulip,"Un gran clásico. Destaca por su equilibrio, su frescura y ligero amargor.","Embutidos, ensaladas, hamburguesas y ceviche.",5.4,,0.9,2.2,0.6,0.6,,0.7,,
4-6º,tulip,"Un gran clásico. Destaca por su equilibrio, su frescura y ligero amargor.","Embutidos, ensaladas, hamburguesas y ceviche.",5.4,,0.9,2.2,0.6,0.6,,0.7,,
4-6º,tulip,"Un gran clásico. Destaca por su equilibrio, su frescura y ligero amargor.","Embutidos, ensaladas, hamburguesas y ceviche.",5.4,,0.9,2.2,0.6,0.6,,0.7,,
4-6º,tulip,"Un gran clásico. Destaca por su equilibrio, su frescura y ligero amargor.","Embutidos, ensaladas, hamburguesas y ceviche.",5.4,,0.9,2.2,0.6,0.6,,0.7,,
4-6º,tulip,"Un gran clásico. Destaca por su equilibrio, su frescura y ligero amargor.","Embutidos, ensaladas, hamburguesas y ceviche.",5.4,,0.9,2.2,0.6,0.6,,0.7,,
4-6º,tulip,"Un gran clásico. Destaca por su equilibrio, su frescura y ligero amargor.","Embutidos, ensaladas, hamburguesas y ceviche.",5.4,,0.9,2.2,0.6,0.6,,0.7,,
4-6º,tulip,"Un gran clásico. Destaca por su equilibrio, su frescura y ligero amargor.","Embutidos, ensaladas, hamburguesas y ceviche.",5.4,,0.9,2.2,0.6,0.6,,0.7,,
4-6º,tulip,"Un gran clásico. Destaca por su equilibrio, su frescura y ligero amargor.","Embutidos, ensaladas, hamburguesas y ceviche.",5.4,,0.9,2.2,0.6,0.6,,0.7,,
4-6º,tulip,"Un gran clásico. Destaca por su equilibrio, su frescura y ligero amargor.","Embutidos, ensaladas, hamburguesas y ceviche.",5.4,,0.9,2.2,0.6,0.6,,0.7,,
4-6º,pilsner,Cerveza rubia tipo Pilsner con sabor a malta y un final ligeramente amargo.,"Pescados, hamburguesas y ensaladas.",4.8,,1,2.3,0.4,0.8,,1,,0.5
4-6º,pilsner,Cerveza rubia tipo Pilsner con sabor a malta y un final ligeramente amargo.,"Pescados, hamburguesas y ensaladas.",4.8,,1,2.3,0.4,0.8,,1,,0.5
4-6º,pilsner,Cerveza rubia tipo Pilsner con sabor a malta y un final ligeramente amargo.,"Pescados, hamburguesas y ensaladas.",4.8,,1,2.3,0.4,0.8,,1,,0.5
4-6º,pilsner,Cerveza rubia tipo Pilsner con sabor a malta y un final ligeramente amargo.,"Pescados, hamburguesas y ensaladas.",4.8,,1,2.3,0.4,0.8,,1,,0.5
4-6º,pilsner,Cerveza rubia tipo Pilsner con sabor a malta y un final ligeramente amargo.,"Pescados, hamburguesas y ensaladas.",4.8,,1,2.3,0.4,0.8,,1,,0.5
4-6º,pilsner,Cerveza rubia tipo Pilsner con sabor a malta y un final ligeramente amargo.,"Pescados, hamburguesas y ensaladas.",4.8,,1,2.3,0.4,0.8,,1,,0.5
4-6º,pilsner,Cerveza rubia tipo Pilsner con sabor a malta y un final ligeramente amargo.,"Pescados, hamburguesas y ensaladas.",4.8,,1,2.3,0.4,0.8,,1,,0.5
4-6º,pilsner,Cerveza rubia tipo Pilsner con sabor a malta y un final ligeramente amargo.,"Pescados, hamburguesas y ensaladas.",4.8,,1,2.3,0.4,0.8,,1,,0.5
4-6º,pilsner,Cerveza rubia tipo Pilsner con sabor a malta y un final ligeramente amargo.,"Pescados, hamburguesas y ensaladas.",4.8,,1,2.3,0.4,0.8,,1,,0.5
4-6º,tulip,Color negro cobrizo. Notas terrosas y de chocolate. Ahumada y amarga.,Carnes ahumadas y embutidos.,4.8,,,1.8,5,1.9,,,,0.4
4-6º,tulip,Color negro cobrizo. Notas terrosas y de chocolate. Ahumada y amarga.,Carnes ahumadas y embutidos.,4.8,,,1.8,5,1.9,,,,0.4
4-6º,tulip,Color negro cobrizo. Notas terrosas y de chocolate. Ahumada y amarga.,Carnes ahumadas y embutidos.,4.8,,,1.8,5,1.9,,,,0.4
4-6º,tulip,"Color dorado claro, aromas de pan y cereal, lúpulo y toques cítricos.","Carnes blancas, hamburguesas y ensaladas.",4.9,,0.6,2,0.4,1.3,,1.1,,
4-6º,tulip,"Color dorado claro, aromas de pan y cereal, lúpulo y toques cítricos.","Carnes blancas, hamburguesas y ensaladas.",4.9,,0.6,2,0.4,1.3,,1.1,,
4-6º,tulip,"Color dorado claro, aromas de pan y cereal, lúpulo y toques cítricos.","Carnes blancas, hamburguesas y ensaladas.",4.9,,0.6,2,0.4,1.3,,1.1,,
4-6º,tulip,"Color dorado claro, aromas de pan y cereal, lúpulo y toques cítricos.","Carnes blancas, hamburguesas y ensaladas.",4.9,,0.6,2,0.4,1.3,,1.1,,
4-6º,tulip,"Agradable al paladar, ligeramente dulce con sabor a malta y a lúpulo.","Carnes blancas, hamburguesas y ensaladas.",5.2,,0.8,2,0.6,0.7,0.3,0.7,,
4-6º,tulip,"Agradable al paladar, ligeramente dulce con sabor a malta y a lúpulo.","Carnes blancas, hamburguesas y ensaladas.",5.2,,0.8,2,0.6,0.7,0.3,0.7,,
4-6º,pilsner,Cerveza premium alemana que cumple con la ley de pureza con un final refrescante y cierta sequedad.,"Carnes blancas, frituras, hamburguesas y ensaladas.",4.8,,0.7,2.2,0.4,0.7,,1,,0.7
